INSERT INTO t_user_weight VALUES ('1', '200010001', 'zlto','男', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('736', '200010736', 'ualm','女', '67', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('737', '200010737', 'rebg','男', '23', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('738', '200010738', 'tnzo','男', '52', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('739', '200010739', 'bose','男', '71', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('740', '200010740', 'jmtp','女', '73', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('741', '200010741', 'axsc','女', '25', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('742', '200010742', 'endz','男', '90', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('743', '200010743', 'qfhu','男', '48', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('744', '200010744', 'qtof','女', '10', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('745', '200010745', 'lemo','男', '13', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('746', '200010746', 'pabf','女', '39', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('747', '200010747', 'ictk','男', '17', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('748', '200010748', 'jumb','男', '81', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('749', '200010749', 'pifg','男', '11', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('750', '200010750', 'seit','女', '65', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('751', '200010751', 'nmef','女', '58', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('752', '200010752', 'kqjf','女', '28', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('753', '200010753', 'hjzx','女', '12', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('754', '200010754', 'neko','男', '93', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('755', '200010755', 'whqp','女', '67', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('756', '200010756', 'dvou','女', '95', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('757', '200010757', 'ojmu','男', '74', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('758', '200010758', 'kqtv','女', '20', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('759', '200010759', 'mspx','男', '83', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('760', '200010760', 'exuo','男', '81', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('761', '200010761', 'jbwq','女', '41', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('762', '200010762', 'zaht','女', '26', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('763', '200010763', 'bnwz','男', '29', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('764', '200010764', 'amdr','男', '70', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('765', '200010765', 'rhtk','女', '63', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('766', '200010766', 'elgv','女', '43', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('767', '200010767', 'kbiw','女', '40', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('768', '200010768', 'ujqp','男', '11', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('769', '200010769', 'jbzr','女', '61', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('770', '200010770', 'oihc','男', '51', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('771', '200010771', 'egan','男', '28', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('772', '200010772', 'jbyn','男', '51', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('773', '200010773', 'bpms','女', '59', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('774', '200010774', 'necv','男', '15', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('775', '200010775', 'cgda','男', '59', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('776', '200010776', 'xwgy','女', '29', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('777', '200010777', 'ldko','女', '52', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('778', '200010778', 'vlcp','男', '13', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('779', '200010779', 'jtga','女', '63', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('780', '200010780', 'drco','男', '54', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('781', '200010781', 'tprd','女', '88', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('782', '200010782', 'cbns','男', '58', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('783', '200010783', 'iwdt','女', '82', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('784', '200010784', 'nrqk','男', '70', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('785', '200010785', 'bphi','女', '37', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('786', '200010786', 'mhua','男', '29', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('787', '200010787', 'kywl','男', '24', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('788', '200010788', 'lpkm','女', '42', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('789', '200010789', 'qbyf','女', '36', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('790', '200010790', 'zyrt','女', '79', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('791', '200010791', 'kdeg','女', '37', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('792', '200010792', 'zhrm','男', '93', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('793', '200010793', 'mokt','女', '30', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('794', '200010794', 'nbdw','女', '76', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('795', '200010795', 'yxzp','男', '67', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('796', '200010796', 'thdb','男', '94', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('797', '200010797', 'gyew','女', '84', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('798', '200010798', 'ahjg','男', '61', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('799', '200010799', 'vidk','男', '36', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('800', '200010800', 'vlyu','男', '12', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('801', '200010801', 'jphq','男', '27', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('802', '200010802', 'bjsv','女', '42', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('803', '200010803', 'wjgb','男', '75', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('804', '200010804', 'wjxe','女', '94', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('805', '200010805', 'puqx','男', '20', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('806', '200010806', 'utsc','女', '76', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('807', '200010807', 'late','女', '61', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('808', '200010808', 'kwvq','女', '97', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('809', '200010809', 'sclu','男', '53', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('810', '200010810', 'nlfa','男', '20', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('811', '200010811', 'ekuz','女', '21', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('812', '200010812', 'onkj','女', '77', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('813', '200010813', 'mrkc','女', '45', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('814', '200010814', 'gshq','女', '94', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('815', '200010815', 'zlro','女', '31', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('816', '200010816', 'dnar','男', '63', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('817', '200010817', 'lsuo','女', '12', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('818', '200010818', 'jhzi','女', '88', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('819', '200010819', 'ersc','男', '27', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('820', '200010820', 'fwbv','男', '63', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('821', '200010821', 'bori','男', '87', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('822', '200010822', 'fkej','男', '49', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('823', '200010823', 'saig','女', '82', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('824', '200010824', 'plex','男', '40', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('825', '200010825', 'nvxc','男', '48', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('826', '200010826', 'sxew','男', '40', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('827', '200010827', 'niyf','男', '86', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('828', '200010828', 'mywh','女', '90', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('829', '200010829', 'qtec','男', '17', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('830', '200010830', 'vwjs','女', '33', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('831', '200010831', 'lbiy','女', '52', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('832', '200010832', 'nczo','男', '27', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('833', '200010833', 'jirm','男', '23', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('834', '200010834', 'gjvh','男', '90', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('835', '200010835', 'lopq','男', '34', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('836', '200010836', 'uhgl','男', '18', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('837', '200010837', 'zfdh','女', '76', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('838', '200010838', 'upgi','男', '21', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('839', '200010839', 'lvwu','女', '81', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('840', '200010840', 'yzsh','男', '23', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('841', '200010841', 'svnj','男', '55', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('842', '200010842', 'vtfa','男', '20', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('843', '200010843', 'sqlb','女', '75', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('844', '200010844', 'xbkc','男', '35', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('845', '200010845', 'lycg','男', '27', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('846', '200010846', 'drpb','女', '20', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('847', '200010847', 'rfjm','男', '80', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('848', '200010848', 'cgzq','男', '68', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('849', '200010849', 'ailh','女', '38', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('850', '200010850', 'bwgd','男', '96', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('851', '200010851', 'hnaw','女', '44', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('852', '200010852', 'thvg','男', '61', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('853', '200010853', 'osbr','男', '80', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('854', '200010854', 'vbao','男', '26', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('855', '200010855', 'gebn','男', '82', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('856', '200010856', 'sfyq','女', '90', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('857', '200010857', 'kixh','男', '79', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('858', '200010858', 'bjvm','男', '67', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('859', '200010859', 'uhst','男', '73', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('860', '200010860', 'namg','男', '46', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('861', '200010861', 'ubng','男', '63', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('862', '200010862', 'vujf','男', '86', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('863', '200010863', 'javi','男', '94', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('864', '200010864', 'ejxm','男', '45', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('865', '200010865', 'zylt','女', '95', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('866', '200010866', 'jftb','男', '37', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('867', '200010867', 'ufkl','女', '90', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('868', '200010868', 'ctwa','男', '72', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('869', '200010869', 'iwbr','男', '83', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('870', '200010870', 'svqu','男', '80', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('871', '200010871', 'tphe','女', '61', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('872', '200010872', 'owqe','女', '11', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('873', '200010873', 'asdj','女', '67', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('874', '200010874', 'eajk','男', '41', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('875', '200010875', 'xwht','女', '46', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('876', '200010876', 'vqal','女', '58', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('877', '200010877', 'osun','女', '42', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('878', '200010878', 'enpq','男', '67', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('879', '200010879', 'yilb','女', '18', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('880', '200010880', 'wdev','女', '21', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('881', '200010881', 'idco','男', '29', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('882', '200010882', 'meqp','女', '15', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('883', '200010883', 'qvjz','男', '82', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('884', '200010884', 'qtbx','男', '87', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('885', '200010885', 'soiz','女', '26', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('886', '200010886', 'dbfa','男', '34', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('887', '200010887', 'ylrz','男', '66', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('888', '200010888', 'qnxm','女', '85', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('889', '200010889', 'lzqb','女', '73', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('890', '200010890', 'wxrp','女', '75', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('891', '200010891', 'pdkh','女', '94', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('892', '200010892', 'hlrb','男', '71', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('893', '200010893', 'ntqw','女', '36', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('894', '200010894', 'cdwe','男', '76', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('895', '200010895', 'nfpx','女', '63', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('896', '200010896', 'kysm','男', '85', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('897', '200010897', 'sjoi','女', '59', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('898', '200010898', 'unvl','女', '91', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('899', '200010899', 'qmsn','男', '63', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('900', '200010900', 'txwl','女', '14', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('901', '200010901', 'uncz','女', '19', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('902', '200010902', 'lfro','男', '69', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('903', '200010903', 'nmtl','男', '72', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('904', '200010904', 'lxct','女', '17', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('905', '200010905', 'nlir','男', '98', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('906', '200010906', 'qmdh','男', '67', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('907', '200010907', 'guzo','女', '26', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('908', '200010908', 'kuih','女', '96', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('909', '200010909', 'yilv','女', '74', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('910', '200010910', 'kqeo','女', '41', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('911', '200010911', 'eula','女', '59', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('912', '200010912', 'cnfy','男', '54', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('913', '200010913', 'euvb','女', '96', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('914', '200010914', 'kjer','男', '51', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('915', '200010915', 'jict','男', '87', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('916', '200010916', 'iatr','女', '42', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('917', '200010917', 'qlfx','女', '84', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('918', '200010918', 'tfpk','男', '90', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('919', '200010919', 'vthj','女', '18', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('920', '200010920', 'otxr','女', '22', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('921', '200010921', 'wfeh','女', '10', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('922', '200010922', 'jyti','男', '27', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('923', '200010923', 'tkud','男', '28', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('924', '200010924', 'rqkj','女', '67', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('925', '200010925', 'fxre','男', '70', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('926', '200010926', 'ujqe','女', '41', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('927', '200010927', 'nicd','女', '10', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('928', '200010928', 'nyqr','女', '49', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('929', '200010929', 'fbzo','男', '74', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('930', '200010930', 'vcox','男', '89', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('931', '200010931', 'blyr','男', '12', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('932', '200010932', 'ynbs','女', '88', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('933', '200010933', 'wqbc','男', '46', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('934', '200010934', 'tedw','男', '95', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('935', '200010935', 'yxam','女', '30', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('936', '200010936', 'atxl','男', '94', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('937', '200010937', 'oejq','男', '47', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('938', '200010938', 'krbp','男', '52', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('939', '200010939', 'jmsl','男', '12', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('940', '200010940', 'crdj','男', '82', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('941', '200010941', 'aqde','女', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('942', '200010942', 'tuqk','女', '30', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('943', '200010943', 'liyn','男', '59', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('944', '200010944', 'vwnr','男', '90', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('945', '200010945', 'efji','女', '19', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('946', '200010946', 'akil','女', '80', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('947', '200010947', 'auyt','男', '14', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('948', '200010948', 'oysv','女', '10', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('949', '200010949', 'xrzi','男', '43', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('950', '200010950', 'tpji','男', '30', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('951', '200010951', 'xnqb','女', '32', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('952', '200010952', 'uzco','男', '76', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('953', '200010953', 'lusy','男', '14', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('954', '200010954', 'kudp','男', '12', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('955', '200010955', 'levf','女', '55', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('956', '200010956', 'srwa','女', '37', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('957', '200010957', 'orjb','男', '29', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('958', '200010958', 'vqlw','女', '80', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('959', '200010959', 'plfq','女', '91', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('960', '200010960', 'ctkb','男', '87', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('961', '200010961', 'edbq','男', '40', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('962', '200010962', 'dqau','男', '88', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('963', '200010963', 'sekz','女', '27', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('964', '200010964', 'aein','女', '25', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('965', '200010965', 'duce','女', '96', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('966', '200010966', 'ngqu','女', '95', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('967', '200010967', 'brcz','男', '97', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('968', '200010968', 'zvge','男', '27', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('969', '200010969', 'nztp','男', '89', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('970', '200010970', 'wilz','男', '55', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('971', '200010971', 'elsn','女', '31', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('972', '200010972', 'qxcr','女', '67', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('973', '200010973', 'bitx','女', '36', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('974', '200010974', 'gjur','女', '35', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('975', '200010975', 'wria','男', '13', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('976', '200010976', 'zxhq','女', '49', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('977', '200010977', 'oiab','男', '58', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('978', '200010978', 'fxac','女', '23', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('979', '200010979', 'imzv','女', '48', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('980', '200010980', 'icvo','男', '64', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('981', '200010981', 'azoi','女', '31', '广州', '2018-10-29 16:18:43');
